Name,ID,LON,LAT
01EDT,113,-177.73206970900,-56.43520890290
01EEK,114,-175.89297272300,-63.61599285040
01EEL,115,-175.92668083900,-62.71906115020
01EEM,116,-175.95816754200,-61.82146269790
01EEN,117,-175.98761836900,-60.92373447720
01EEP,118,-176.01519902700,-60.02641375450
01EEQ,119,-176.04110313600,-59.12842193070
01EER,120,-176.06545602400,-58.23029620240
01EES,121,-176.08837108600,-57.33257412130
01EET,122,-176.10998893800,-56.43417669520
01EFK,123,-173.87783145600,-63.58631569140
01EFL,124,-173.97274172600,-62.69051026610
01EFM,125,-174.06141045500,-61.79397248690
01EFN,126,-174.14435720600,-60.89724480870
01EFP,127,-174.22204625000,-60.00086937690
01EFQ,128,-174.29502096300,-59.10377352880
01EFR,129,-174.36363274200,-58.20649814100
01EFS,130,-174.42819965000,-57.30958408900
01EFT,131,-174.48911671200,-56.41195674070
01FBA,132,179.22882679500,-53.68595086520
01FBA,133,-179.93971215800,-53.65880046040
01FBB,134,179.27584700500,-52.78796250390
01FBB,135,-179.91045329900,-52.77751871560
01FBC,136,179.32041400800,-51.89037723570
01FBC,137,-179.88241057700,-51.88742110930
01FBD,138,179.36274495200,-50.99211822430
01FBD,139,-179.85566284800,-50.99319191860
01FBE,140,179.40296136000,-50.09372503040
01FBE,141,-179.83019984500,-50.09716013300
01FBF,142,179.44117670400,-49.19573771310
01FBF,143,-179.80597685300,-49.20060527930
01FBG,144,179.47756091100,-48.29707948090
01FBG,145,-179.78289910300,-48.30281199800
01FCA,146,-179.18367016700,-53.71819515790
01FCA,147,179.97797352100,-53.89111432780
01FCB,148,-179.15352983000,-52.82299217580
01FCB,149,179.99955139700,-53.29265731920
01FCC,150,-179.11026717300,-51.92496944060
01FCD,151,-179.06917481900,-51.02624032470
01FCE,152,-179.03014072600,-50.12734842530
01FCF,153,-178.99305380000,-49.22883382560
01FCG,154,-178.95774830200,-48.32961858570
01FCU,155,179.91487699600,-55.53928089370
01FCU,156,-179.21459429500,-55.51481272670
01FCV,157,179.94908295500,-54.66617297730
01FCV,158,-179.19875176500,-54.61681641710
01FDA,159,-177.68441131200,-53.73962663630
01FDB,160,-177.67018953300,-52.84064159310
01FDC,161,-177.65671270700,-51.94205521770
01FDD,162,-177.64391465800,-51.04278787650
01FDE,163,-177.63175820300,-50.14337810600
01FDF,164,-177.62020864900,-49.24436489880
01FDG,165,-177.60921430100,-48.34466845060
01FDU,166,-177.71528261300,-55.53663955520
01FDV,167,-177.69942529800,-54.63847194630
01FEA,168,-176.16792673000,-53.73869240880
01FEB,169,-176.18521610000,-52.83973728700
01FEC,170,-176.20159987500,-51.94117960810
01FED,171,-176.21715850300,-51.04193985980
01FEE,172,-176.23193717700,-50.14255663740
01FEF,173,-176.24597806900,-49.24356898890
01FEG,174,-176.25934401800,-48.34389720910
01FEU,175,-176.13039676000,-55.53564149570
01FEV,176,-176.14967432800,-54.63750649530
01FFA,177,-174.65240413600,-53.71858053360
01FFB,178,-174.70113775000,-52.82026924900
01FFC,179,-174.74732145400,-51.92232908770
01FFD,180,-174.79118154500,-51.02368311240
01FFE,181,-174.83284503700,-50.12487121210
01FFF,182,-174.87243045700,-49.22643363760
01FFG,183,-174.91011467000,-48.32729273840
01FFU,184,-174.54662859400,-55.51415621620
01FFV,185,-174.60095925400,-54.61672280490
01FGA,186,-173.14049623500,-53.67937215180
01FGB,187,-173.22046737200,-52.78231434950
01FGC,188,-173.29626273200,-51.88557658540
01FGD,189,-173.36825223000,-50.98808691160
01FGE,190,-173.43664306300,-50.09038771820
01FGF,191,-173.50162867400,-49.19302157890
01FGG,192,-173.56349844100,-48.29491483080
01GBH,193,179.51220405700,-47.39829078590
01GBH,194,-179.76091631000,-47.40451489120
01GBJ,195,179.54519097300,-46.49991270240
01GBJ,196,-179.73997856600,-46.50636929510
01GBK,197,179.57665687500,-45.60086891110
01GBK,198,-179.72000239700,-45.60736986460
01GBL,199,179.60666948600,-44.70170123540
01GBL,200,-179.70094627100,-44.70810362690
01GBM,201,179.63529309600,-43.80295234710
01GBM,202,-179.68277030500,-43.80914316940
01GBN,203,179.66263683200,-42.90354716590
01GBN,204,-179.66540580700,-42.90943265580
01GBP,205,179.68875221200,-42.00402982570
01GBP,206,-179.64882045100,-42.00952868810
01GBQ,207,179.71368852800,-41.10494581040
01GBQ,208,-179.63298317900,-41.10998408860
01GBR,209,179.73753487400,-40.20522297340
01GBR,210,-179.61783754800,-40.20972886010
01GCH,211,-178.92413609300,-47.43024270710
01GCJ,212,-178.89213421700,-46.53124660770
01GCK,213,-178.86161091800,-45.63155185560
01GCL,214,-178.83249999100,-44.73169886420
01GCM,215,-178.80473860800,-43.83222848490
01GCN,216,-178.77822050800,-42.93206189800
01GCP,217,-178.75289534200,-42.03174000370
01GCQ,218,-178.72871494600,-41.13180415950
01GCR,219,-178.70559258100,-40.23117522770
01GDH,220,-177.59874764400,-47.44482791120
01GDJ,221,-177.58878278200,-46.54538289450
01GDK,222,-177.57927863600,-45.64525345150
01GDL,223,-177.57021454100,-44.74497936420
01GDM,224,-177.56157089400,-43.84510089410
01GDN,225,-177.55331457300,-42.94453795630
01GDP,226,-177.54542986800,-42.04383098750
01GDQ,227,-177.53790175400,-41.14352090130
01GDR,228,-177.53070319900,-40.24252749390
01GEH,229,-176.27206847300,-47.44408048730
01GEJ,230,-176.28418291000,-46.54465848160
01GEK,231,-176.29573726800,-45.64455131930
01GEL,232,-176.30675666500,-44.74429881660
01GEM,233,-176.31726493000,-43.84444126210
01GEN,234,-176.32730232900,-42.94389863900
01GEP,235,-176.33688795900,-42.04321140680
01GEQ,236,-176.34604008200,-41.14292050130
01GER,237,-176.35479156200,-40.24194577380
01GFH,238,-174.94599171400,-47.42798864730
01GFJ,239,-174.98015010200,-46.52906190450
01GFK,240,-175.01273043900,-45.62943431280
01GFL,241,-175.04380337000,-44.72964638200
01GFM,242,-175.07343593100,-43.83023905680
01GFN,243,-175.10174152700,-42.93013371110
01GFP,244,-175.12877388500,-42.02987131770
01GFQ,245,-175.15458439600,-41.12999330170
01GFR,246,-175.17926563700,-40.22942068900
01GGH,247,-173.62240591000,-47.39660943050
01GGJ,248,-173.67849566400,-46.49864762610
01GGK,249,-173.73199792800,-45.59995447320
01GGL,250,-173.78302813600,-44.70107182690
01GGM,251,-173.83169586700,-43.80254189740
01GGN,252,-173.87818692300,-42.90328876190
01GGP,253,-173.92258914700,-42.00385439050
01GGQ,254,-173.96498659600,-41.10478115260
01GGR,255,-174.00553102000,-40.20499236200
01HBA,256,179.84195330100,-35.70662750220
01HBA,257,-179.55150849500,-35.70720272020
01HBB,258,179.86019291100,-34.80663191960
01HBB,259,-179.53991929800,-34.80604797270
01HBC,260,179.87763785000,-33.90671135130
01HBC,261,-179.52883320300,-33.90475715870
01HBD,262,179.89431066800,-33.00748771450
01HBD,263,-179.51823523800,-33.00387409550
01HBE,264,179.91026088900,-32.10801232680
01HBE,265,-179.50809289200,-32.10232017850
01HBS,266,179.76033081200,-39.30540998110
01HBS,267,-179.60335849800,-39.30931071760
01HBT,268,179.78211446700,-38.40605820520
01HBT,269,-179.58952182000,-38.40927629160
01HBU,270,179.80295923400,-37.50610292940
01HBU,271,-179.57628084300,-37.50855038670
01HBV,272,179.82289564700,-36.60610376490
01HBV,273,-179.56361606100,-36.60767770080
01HCA,274,-178.60434941200,-35.72686692290
01HCB,275,-178.58666267500,-34.82535132690
01HCC,276,-178.56974441100,-33.92369401940
01HCD,277,-178.55357166000,-33.02243803430
01HCE,278,-178.53809471200,-32.12050356200
01HCS,279,-178.68348954800,-39.33039464670
01HCT,280,-178.66236854300,-38.43000431840
01HCU,281,-178.64215804700,-37.52892483970
01HCV,282,-178.62282805400,-36.62769822020
01HDA,283,-177.49918555700,-35.73652829820
01HDB,284,-177.49367985600,-34.83469737210
01HDC,285,-177.48841345400,-33.93273141720
01HDD,286,-177.48337919200,-33.03117328600
01HDE,287,-177.47856158400,-32.12894246550
01HDS,288,-177.52382213600,-39.34139185880
01HDT,289,-177.51724692500,-38.44065556320
01HDU,290,-177.51095528500,-37.53923829370
01HDV,291,-177.50493786000,-36.63768180020
01HEA,292,-176.39310853700,-35.73603323400
01HEB,293,-176.39980200600,-34.83421846780
01HEC,294,-176.40620455600,-33.93226833020
01HED,295,-176.41232489200,-33.03072568260
01HEE,296,-176.41818183700,-32.12851004900
01HES,297,-176.36315707000,-39.34082833470
01HET,298,-176.37115075000,-38.44010977000
01HEU,299,-176.37879969100,-37.53870981160
01HEV,300,-176.38611527100,-36.63717022350
01HFA,301,-175.28733542900,-35.72537367870
01HFB,302,-175.30621490300,-34.82390681330
01HFC,303,-175.32427412300,-33.92229720410
01HFD,304,-175.34153759100,-33.02108791270
01HFE,305,-175.35805836600,-32.11919924020
01HFS,306,-175.20285890000,-39.32869497390
01HFT,307,-175.22540399500,-38.42835810580
01HFU,308,-175.24697725500,-37.52733082740
01HFV,309,-175.26761069500,-36.62615518410
01HGA,310,-174.18308162700,-35.70458224510
01HGB,311,-174.21410276100,-34.80379370870
01HGC,312,-174.24377708700,-33.90284807610
01HGD,313,-174.27214472900,-33.00228880210
01HGE,314,-174.29929275800,-32.10103769670
01HGS,315,-174.04428996900,-39.30503025310
01HGT,316,-174.08132858600,-38.40543748150
01HGU,317,-174.11677204800,-37.50513675270
01HGV,318,-174.15067274900,-36.60467066460
01JAM,319,179.50635659100,-25.77171551910
01JAM,320,-179.94689153800,-25.76311374200
01JAN,321,179.52106396700,-24.87041772450
01JAN,322,-179.93625480300,-24.86523911160
01JBF,323,179.92550459700,-31.20904757960
01JBF,324,-179.49839415600,-31.20063891670
01JBG,325,179.94005525900,-30.31154494110
01JBG,326,-179.48912715400,-30.29937406700
01JBH,327,179.95394480500,-29.41529207710
01JBH,328,-179.48026456900,-29.39744640430
01JBJ,329,179.96716040400,-28.52300414220
01JBJ,330,-179.47179692000,-28.49539959410
01JBK,331,179.97962149500,-27.64269809440
01JBK,332,-179.46371474400,-27.59377761010
01JBL,333,179.99066610200,-26.82796226810
01JBL,334,-179.45599504100,-26.69150085140
01JBM,335,-179.44431411000,-25.79091613020
01JBM,336,179.99863624000,-26.22194261860
01JBN,337,-179.42641772600,-24.88917546630
01JCF,338,-178.52329516000,-31.21843377050
01JCG,339,-178.50915481000,-30.31677225860
01JCH,340,-178.49563191300,-29.41443905300
01JCJ,341,-178.48271195200,-28.51197789190
01JCK,342,-178.47038043600,-27.60993292170
01JCL,343,-178.45860222900,-26.70722402970
01JCM,344,-178.44736584800,-25.80439550000
01JCN,345,-178.43665971500,-24.90199200690
01JDF,346,-177.47395489300,-31.22658198350
01JDG,347,-177.46955344600,-30.32463530740
01JDH,348,-177.46534424100,-29.42202183340
01JDJ,349,-177.46132275400,-28.51928519920
01JDK,350,-177.45748446500,-27.61696946020
01JDL,351,-177.45381843600,-26.71399393090
01JDM,352,-177.45032108500,-25.81090282970
01JDN,353,-177.44698880300,-24.90824076360
01JEF,354,-176.42378236500,-31.22616446330
01JEG,355,-176.42913337400,-30.32423239940
01JEH,356,-176.43425066800,-29.42163328760
01JEJ,357,-176.43913975200,-28.51891077000
01JEK,358,-176.44380611400,-27.61660890580
01JEL,359,-176.44826305900,-26.71364704080
01JEM,360,-176.45251493500,-25.81056939350
01JEN,361,-176.45656613100,-24.90792057800
01JFF,362,-175.37385608800,-31.21717437340
01JFG,363,-175.38895017700,-30.31555693280
01JFH,364,-175.40338519000,-29.41326704300
01JFJ,365,-175.41717662600,-28.51084845490
01JFK,366,-175.43033994400,-27.60884533280
01JFL,367,-175.44291265000,-26.70617764960
01JFM,368,-175.45490699800,-25.80338970090
01JFN,369,-175.46633534600,-24.90102617190
01JGF,370,-174.32525333600,-31.19963824370
01JGG,371,-174.35005826900,-30.29863434940
01JGH,372,-174.37378069900,-29.39694748830
01JGJ,373,-174.39644600300,-28.49512162450
01JGK,374,-174.41807952000,-27.59370112460
01JGL,375,-174.43874281700,-26.69160718630
01JGM,376,-174.45845597100,-25.78938424840
01JGN,377,-174.47723923700,-24.88757713810
01JHM,378,-173.46232508200,-25.76855579420
01JHN,379,-173.48843843900,-24.86757594690
01KAA,380,179.61536654600,-17.65316959010
01KAA,381,-179.86784129400,-17.65480634720
01KAB,382,179.62448060500,-16.75101284860
01KAB,383,-179.86122249300,-16.75275276330
01KAP,384,179.53508445500,-23.96847173730
01KAP,385,-179.92609970000,-23.96550500340
01KAQ,386,179.54843041200,-23.06642122100
01KAQ,387,-179.91642458700,-23.06495227910
01KAR,388,179.56111445200,-22.16481018710
01KAR,389,-179.90722410300,-22.16438473410
01KAS,390,179.57317056000,-21.26255916790
01KAS,391,-179.89847574200,-21.26287298990
01KAT,392,179.58460849200,-20.36021230880
01KAT,393,-179.89017371400,-20.36105177460
01KAU,394,179.59543835000,-19.45831408540
01KAU,395,-179.88231151300,-19.45952447400
01KAV,396,179.60568848300,-18.55578497510
01KAV,397,-179.87486910200,-18.55725190780
01KBA,398,-179.31059032200,-17.66689762600
01KBB,399,-179.29939796600,-16.76407168190
01KBP,400,-179.40919466800,-23.98663991140
01KBQ,401,-179.39280097700,-23.08398692580
01KBR,402,-179.37722104200,-22.18176176650
01KBS,403,-179.36241302900,-21.27888507270
01KBT,404,-179.34836486200,-20.37590218780
01KBU,405,-179.33506404700,-19.47335878280
01KBV,406,-179.32247569300,-18.57017534370
01KCA,407,-178.36802983300,-17.67570585140
01KCB,408,-178.36139854500,-16.77240325580
01KCP,409,-178.42645425900,-23.99893331280
01KCQ,410,-178.41674039700,-23.09576422600
01KCR,411,-178.40750885700,-22.19302991110
01KCS,412,-178.39873482500,-21.28965002500
01KCT,413,-178.39041113000,-20.38616986010
01KCU,414,-178.38253035000,-19.48313503760
01KCV,415,-178.37507179400,-18.57946512280
01KDA,416,-177.42562843000,-17.68000016820
01KDB,417,-177.42356456700,-16.77646517240
01KDP,418,-177.44381238300,-24.00492697590
01KDQ,419,-177.44078899600,-23.10150622910
01KDR,420,-177.43791574700,-22.19852364730
01KDS,421,-177.43518491500,-21.29489840550
01KDT,422,-177.43259426400,-20.39117577070
01KDU,423,-177.43014147900,-19.48790134100
01KDV,424,-177.42782011800,-18.58399423090
01KEA,425,-176.48253488100,-17.67978013010
01KEB,426,-176.48504401600,-16.77625704320
01KEP,427,-176.46042783900,-24.00461986190
01KEQ,428,-176.46410350400,-23.10121201050
01KER,429,-176.46759663700,-22.19824214970
01KES,430,-176.47091662900,-21.29462948130
01KET,431,-176.47406620100,-20.39091927060
01KEU,432,-176.47704816300,-19.48765711750
01KEV,433,-176.47987034500,-18.58376216270
01KFA,434,-175.53959521200,-17.67504209330
01KFB,435,-175.54667389800,-16.77177541840
01KFP,436,-175.47722925400,-23.99800690500
01KFQ,437,-175.48759842000,-23.09487671300
01KFR,438,-175.49745273800,-22.19218076940
01KFS,439,-175.50681869200,-21.28883880690
01KFT,440,-175.51570393700,-20.38539611660
01KFU,441,-175.52411639500,-19.48239832910
01KFV,442,-175.53207815100,-18.57876507520
01KGA,443,-174.59765482300,-17.66579913560
01KGB,444,-174.60929061900,-16.76303263300
01KGP,445,-174.49514443400,-23.98510681550
01KGQ,446,-174.51218745300,-23.08251818720
01KGR,447,-174.52838451100,-22.18035651730
01KGS,448,-174.54377910300,-21.27754257190
01KGT,449,-174.55838377100,-20.37462169890
01KGU,450,-174.57221150400,-19.47213957550
01KGV,451,-174.58529857100,-18.56901680110
01KHA,452,-173.65586227200,-17.65205219860
01KHB,453,-173.67204197900,-16.75002951190
01KHP,454,-173.51333172400,-23.96592180400
01KHQ,455,-173.53702692900,-23.06413840440
01KHR,456,-173.55954651200,-22.16277114980
01KHS,457,-173.58095086200,-21.26074233860
01KHT,458,-173.60125734700,-20.35859739710
01KHU,459,-173.62048395200,-19.45688207870
01KHV,460,-173.63868104900,-18.55451841670
01LAC,461,179.63305404500,-15.84823520520
01LAC,462,-179.85499590100,-15.85002655130
01LAD,463,179.64109280800,-14.94538171930
01LAD,464,-179.84915733800,-14.94718384740
01LAE,465,179.64860328000,-14.04299772810
01LAE,466,-179.84370226300,-14.04477854760
01LAF,467,179.65560441500,-13.14000369970
01LAF,468,-179.83861698000,-13.14173772480
01LAG,469,179.66210072600,-12.23694511620
01LAG,470,-179.83389826600,-12.23861207440
01LAH,471,179.66809720300,-11.33436770600
01LAH,472,-179.82954253700,-11.33595151550
01LAJ,473,179.67360877200,-10.43119198220
01LAJ,474,-179.82553897900,-10.43267975860
01LAK,475,179.67863873900,-9.52796381718
01LAK,476,-179.82188521500,-9.52934537639
01LAL,477,179.68319090200,-8.62522929360
01LAL,478,-179.81857849900,-8.62649665869
01LBC,479,-179.28886984000,-15.86061786610
01LBD,480,-179.27899859200,-14.95708231010
01LBE,481,-179.26977632700,-14.05401140230
01LBF,482,-179.26117971700,-13.15032538970
01LBG,483,-179.25320317700,-12.24657073370
01LBH,484,-179.24584053900,-11.34329411220
01LBJ,485,-179.23907343100,-10.43941568610
01LBK,486,-179.23289776300,-9.53548219265
01LBL,487,-179.22730883600,-8.63204054923
01LCC,488,-178.35516086500,-15.86847682200
01LCD,489,-178.34931242600,-14.96447268690
01LCE,490,-178.34384853500,-14.06093723970
01LCF,491,-178.33875536800,-13.15678990450
01LCG,492,-178.33402960300,-12.25257716170
01LCH,493,-178.32966757900,-11.34884571090
01LCJ,494,-178.32565840400,-10.44451492120
01LCK,495,-178.32199964900,-9.54013156532
01LCL,496,-178.31868852500,-8.63624259372
01LDC,497,-177.42162321500,-15.87230830990
01LDD,498,-177.41980301500,-14.96807571540
01LDE,499,-177.41810250500,-14.06431378210
01LDF,500,-177.41651738100,-13.15994152920
01LDG,501,-177.41504660600,-12.25550544870
01LDH,502,-177.41368904200,-11.35155225110
01LDJ,503,-177.41244129600,-10.44700091810
01LDK,504,-177.41130261200,-9.54239823909
01LDL,505,-177.41027212100,-8.63829118009
01LEC,506,-176.48740420600,-15.87211198790
01LED,507,-176.48961710700,-14.96789109900
01LEE,508,-176.49168449700,-14.06414077050
01LEF,509,-176.49361160800,-13.15978004240
01LEG,510,-176.49539969800,-12.25535540670
01LEH,511,-176.49705015400,-11.35141357120
01LEJ,512,-176.49856709800,-10.44687353810
01LEK,513,-176.49995145100,-9.54228209704
01LEL,514,-176.50120426900,-8.63818621302
01LFC,515,-175.55333242600,-15.86788460140
01LFD,516,-175.55957545700,-14.96391577630
01LFE,517,-175.56540799500,-14.06041533700
01LFF,518,-175.57084480300,-13.15630276520
01LFG,519,-175.57588942100,-12.25212454280
01LFH,520,-175.58054575900,-11.34842736690
01LFJ,521,-175.58482544200,-10.44413066610
01LFK,522,-175.58873106400,-9.53978121103
01LFL,523,-175.59226560000,-8.63592594692
01LGC,524,-174.62023588200,-15.85963775530
01LGD,525,-174.63049825100,-14.95616063360
01LGE,526,-174.64008593600,-14.05314765830
01LGF,527,-174.64902318100,-13.14951917720
01LGG,528,-174.65731579500,-12.24582164960
01LGH,529,-174.66497018800,-11.34260175030
01LGJ,530,-174.67200545800,-10.43877973860
01LGK,531,-174.67842585400,-9.53490234936
01LGL,532,-174.68423626300,-8.63151649359
01LHC,533,-173.68726172500,-15.84737216900
01LHD,534,-173.70153209200,-14.94462629600
01LHE,535,-173.71486445200,-14.04233827590
01LHF,536,-173.72729248700,-13.13942974340
01LHG,537,-173.73882423700,-12.23644712470
01LHH,538,-173.74946858800,-11.33393706020
01LHJ,539,-173.75925206800,-10.43082104520
01LHK,540,-173.76818056700,-9.52764575755
01LHL,541,-173.77626085200,-8.62495805537
01MAM,542,179.68727647200,-7.72190898851
01MAM,543,-179.81561070000,-7.72305577071
01MAN,544,179.69089770600,-6.81854911685
01MAN,545,-179.81298018900,-6.81957038427
01MAP,546,179.69405736600,-5.91569605903
01MAP,547,-179.81068496300,-5.91658808127
01MAQ,548,179.69676317300,-5.01227046581
01MAQ,549,-179.80871941900,-5.01303025534
01MAR,550,179.69901644500,-4.10881882553
01MAR,551,-179.80708260100,-4.10944419339
01MAS,552,179.70081901400,-3.20588773803
01MAS,553,-179.80577318000,-3.20637715898
01MAT,554,179.70217526500,-2.30239791523
01MAT,555,-179.80478797400,-2.30275016439
01MAU,556,179.70308564600,-1.39889602533
01MAU,557,-179.80412665500,-1.39911034367
01MAV,558,179.70355112700,-0.49592879138
01MAV,559,-179.80378852000,-0.49600482366
01MBM,560,-179.22229285400,-7.72801084722
01MBN,561,-179.21784702100,-6.82394004979
01MBP,562,-179.21396792300,-5.92037525052
01MBQ,563,-179.21064605700,-5.01623649672
01MBR,564,-179.20787978800,-4.11207091344
01MBS,565,-179.20566684900,-3.20842571927
01MBT,566,-179.20400185000,-2.30422092645
01MBU,567,-179.20288422700,-1.40000376886
01MBV,568,-179.20231278400,-0.49632152352
01MCM,569,-178.31571685100,-7.73176733070
01MCN,570,-178.31308296900,-6.82725278529
01MCP,571,-178.31078485000,-5.92324609693
01MCQ,572,-178.30881686200,-5.01866656021
01MCR,573,-178.30717803400,-4.11406135505
01MCS,574,-178.30586701900,-3.20997774857
01MCT,575,-178.30488062200,-2.30533501740
01MCU,576,-178.30421850900,-1.40068044934
01MCV,577,-178.30387996900,-0.49656137631
01MDM,578,-177.40934727600,-7.73359869482
01MDN,579,-177.40852755900,-6.82886781120
01MDP,580,-177.40781234100,-5.92464569025
01MDQ,581,-177.40719986700,-5.01985126233
01MDR,582,-177.40668983300,-4.11503173253
01MDS,583,-177.40628182300,-3.21073439228
01MDT,584,-177.40597483800,-2.30587815575
01MDU,585,-177.40576877700,-1.40101034405
01MDV,586,-177.40566341700,-0.49667830886
01MEM,587,-176.50232864800,-7.73350485776
01MEN,588,-176.50332521500,-6.82878506008
01MEP,589,-176.50419474100,-5.92457397741
01MEQ,590,-176.50493935600,-5.01979055899
01MER,591,-176.50555942900,-4.11498201171
01MES,592,-176.50605546800,-3.21069562161
01MET,593,-176.50642868400,-2.30585032623
01MEU,594,-176.50667920200,-1.40099344039
01MEV,595,-176.50680729300,-0.49667231757
01MFM,596,-175.59543778300,-7.73148426009
01MFN,597,-175.59824938400,-6.82700315417
01MFP,598,-175.60070256600,-5.92302976411
01MFQ,599,-175.60280334300,-5.01848344296
01MFR,600,-175.60455275200,-4.11391136612
01MFS,601,-175.60595222700,-3.20986079624
01MFT,602,-175.60700518100,-2.30525106478
01MFU,603,-175.60771197000,-1.40062945868
01MFV,604,-175.60807335300,-0.49654330173
01MGM,605,-174.68945102400,-7.72754235799
01MGN,606,-174.69407304400,-6.82352690125
01MGP,607,-174.69810587200,-5.92001721332
01MGQ,608,-174.70155938500,-5.01593343148
